area_name,auto_theft_coordinated_traced,auto_theft_recovered,auto_theft_stolen,calendar_year,cases_property_recovered,cases_property_stolen,cpa_cases_registered,cpa_cases_reported_for_dept._action,cpa_cases_sent_for_trials_chargesheeted,cpa_complaints_cases_declared_false_unsubstantiated,cpa_complaints_received_alleged,cpa_no_of_departmental_enquiries,cpa_no_of_judicial_enquiries,cpa_no_of_magisterial_enquiries,cpb_police_personnel_acquitted,cpb_police_personnel_cases_withdrawn_or_otherwise_disposed_of,cpb_police_personnel_convicted,cpb_police_personnel_sent_up_for_trial,cpb_police_personnel_trial_completed,cpc_police_personnel_cases_trial_completed,cpc_police_personnel_cases_withdrawn_or_otherwise_disposed_of,cpc_police_personnel_disciplinary_action_initiated,cpc_police_personnel_dismissal_removal_from_service,cpc_police_personnel_major_punishment_awarded,cpc_police_personnel_minor_punishment_awarded,df_auto_theft,df_complaints_against_police,df_property_stolen_and_recovered,df_serious_fraud,df_victims_of_rape,group_name,loss_of_property_10_25_crores,loss_of_property_1_10_crores,loss_of_property_25_50_crores,loss_of_property_50_100_crores,loss_of_property_above_100_crores,sub_group_name,value_of_property_recovered,value_of_property_stolen,victims_above_50_yrs,victims_between_1014_yrs,victims_between_1418_yrs,victims_between_1830_yrs,victims_between_3050_yrs,victims_of_rape_total,victims_upto_10_yrs
Sikkim,0,3,3,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Tamil Nadu,71,95,128,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Tripura,0,4,4,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Uttar Pradesh,60,343,1793,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Uttarakhand,0,18,74,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
West Bengal,0,104,250,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Andhra Pradesh,0,126,347,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,0,1,2,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Assam,3,72,247,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Bihar,0,21,83,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Chandigarh,0,64,201,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Chhattisgarh,0,47,83,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Dadra & Nagar Haveli,0,0,3,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Daman & Diu,0,0,4,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Delhi,85,784,3515,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Goa,0,9,31,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Gujarat,34,158,629,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Haryana,0,391,1142,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Himachal Pradesh,0,40,67,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,4,33,164,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Jharkhand,3,27,251,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Karnataka,8,211,606,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Kerala,0,112,482,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Madhya Pradesh,0,225,554,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Maharashtra,63,378,2129,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Manipur,0,0,2,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Meghalaya,0,14,90,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Mizoram,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Nagaland,0,15,71,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Odisha,4,19,51,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Puducherry,3,3,9,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Punjab,88,147,357,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Rajasthan,18,247,809,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Sikkim,0,3,4,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Tamil Nadu,54,60,93,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Tripura,0,0,1,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Uttar Pradesh,12,306,1477,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Uttarakhand,0,20,102,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
West Bengal,34,56,176,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Andhra Pradesh,19,175,434,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,0,0,0,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Assam,7,117,409,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Bihar,0,21,49,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Chandigarh,0,50,158,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Chhattisgarh,4,39,76,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Dadra & Nagar Haveli,0,1,3,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Daman & Diu,0,4,14,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Delhi,88,620,4066,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Goa,3,11,43,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Gujarat,34,118,467,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Haryana,2,443,1438,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Himachal Pradesh,41,48,99,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,5,18,67,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Jharkhand,0,10,65,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Karnataka,11,126,503,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Kerala,2,107,519,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Madhya Pradesh,13,145,384,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Maharashtra,312,541,2252,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Manipur,0,0,9,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Meghalaya,0,6,66,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Mizoram,0,14,24,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Nagaland,13,16,43,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Odisha,15,35,96,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Puducherry,0,1,5,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Punjab,145,142,518,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Rajasthan,39,225,1035,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Sikkim,0,5,5,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Tamil Nadu,87,93,131,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Tripura,0,3,12,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Uttar Pradesh,6,390,1458,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Uttarakhand,0,29,101,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
West Bengal,14,92,298,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Andhra Pradesh,0,149,298,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,3,4,12,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Assam,11,101,264,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Bihar,0,22,61,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Chandigarh,0,96,357,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Chhattisgarh,0,40,99,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Dadra & Nagar Haveli,0,0,1,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Daman & Diu,0,2,5,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Delhi,49,536,3613,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Goa,2,9,32,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Gujarat,64,156,508,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Haryana,42,411,1237,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Himachal Pradesh,10,37,86,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,0,35,130,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Jharkhand,0,77,365,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Karnataka,11,132,546,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Kerala,6,148,606,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Madhya Pradesh,25,177,469,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Maharashtra,217,467,2219,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Manipur,0,1,12,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Meghalaya,0,3,15,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Mizoram,0,10,15,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Nagaland,18,9,56,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Odisha,3,50,99,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Puducherry,0,7,11,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Punjab,157,173,577,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Rajasthan,31,315,1130,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
Sikkim,0,5,6,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT2-Motor Car/Taxi/Jeep,0,0,0,0,0,2. Motor Car/Taxi/Jeep,0,0,0,0,0,0,0,0,0
